Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-23,99.41799926757812,99.4198989868164,99.3988037109375,99.3988037109375,401,0,0
2021-02-24,99.3644027709961,99.3644027709961,99.3644027709961,99.3644027709961,12,0,0
2021-02-25,98.91010284423828,98.91010284423828,98.7531967163086,98.7531967163086,304,0,0
2021-02-26,98.98310089111328,98.98310089111328,98.98310089111328,98.98310089111328,70,0,0
2021-03-01,99.05719757080078,99.10759735107422,99.05719757080078,99.10759735107422,407,0,0
2021-03-02,99.19000244140625,99.19000244140625,99.16000366210938,99.18000030517578,965,0,0
2021-03-03,98.98999786376953,99.01180267333984,98.98999786376953,99.01180267333984,510,0,0
2021-03-04,98.84500122070312,98.84500122070312,98.84500122070312,98.84500122070312,2,0,0
2021-03-05,98.75,98.76000213623047,98.75,98.76000213623047,100,0,0
2021-03-08,98.58000183105469,98.58000183105469,98.53050231933594,98.53050231933594,101,0,0
2021-03-09,98.64199829101562,98.64199829101562,98.625,98.625,917,0,0
2021-03-10,98.73919677734375,98.73919677734375,98.73919677734375,98.73919677734375,1,0,0
2021-03-11,98.8416976928711,98.8416976928711,98.8416976928711,98.8416976928711,1,0,0
2021-03-12,98.58000183105469,98.5999984741211,98.58000183105469,98.59259796142578,4201,0,0
2021-03-15,98.61830139160156,98.61830139160156,98.61830139160156,98.61830139160156,1,0,0
2021-03-16,98.62940216064453,98.62940216064453,98.62940216064453,98.62940216064453,600,0,0
2021-03-17,98.54000091552734,98.70149993896484,98.54000091552734,98.70149993896484,200,0,0
2021-03-18,98.51000213623047,98.5167007446289,98.48979949951172,98.48979949951172,2009,0,0
2021-03-19,98.47730255126953,98.47730255126953,98.47730255126953,98.47730255126953,1,0,0
2021-03-22,98.54499816894531,98.56500244140625,98.54499816894531,98.56500244140625,108,0,0
2021-03-23,98.63999938964844,98.68769836425781,98.63999938964844,98.68769836425781,101,0,0
2021-03-24,98.72579956054688,98.72579956054688,98.72579956054688,98.72579956054688,1,0,0
2021-03-25,98.73179626464844,98.73179626464844,98.73179626464844,98.73179626464844,10,0,0
2021-03-26,98.65899658203125,98.66000366210938,98.63500213623047,98.63500213623047,678,0,0
2021-03-29,98.5365982055664,98.5365982055664,98.5365982055664,98.5365982055664,1,0,0
2021-03-30,98.51280212402344,98.51280212402344,98.51280212402344,98.51280212402344,1,0,0
2021-03-31,98.4800033569336,98.51460266113281,98.4800033569336,98.51460266113281,504,0,0
2021-04-01,98.5999984741211,98.6449966430664,98.58999633789062,98.6449966430664,1604,0,0
2021-04-05,98.4990005493164,98.52320098876953,98.4990005493164,98.52320098876953,400,0,0
2021-04-06,98.63999938964844,98.71089935302734,98.63999938964844,98.71089935302734,2001,0,0
2021-04-07,98.72000122070312,98.7300033569336,98.72000122070312,98.72160339355469,1000,0,0
2021-04-08,98.81500244140625,98.81500244140625,98.81500244140625,98.81500244140625,1,0,0
2021-04-09,98.75569915771484,98.75569915771484,98.75569915771484,98.75569915771484,1,0,0
2021-04-12,98.70919799804688,98.70919799804688,98.70919799804688,98.70919799804688,1,0,0
2021-04-13,98.7300033569336,98.8228988647461,98.7300033569336,98.8228988647461,1000,0,0
2021-04-14,98.80500030517578,98.81089782714844,98.77999877929688,98.81089782714844,2271,0,0
2021-04-15,99.0199966430664,99.05000305175781,99.00830078125,99.00830078125,7728,0,0
2021-04-16,100.88999938964844,100.88999938964844,98.7699966430664,99.24469757080078,4517,0,0
2021-04-19,99.12000274658203,99.12999725341797,98.98500061035156,99.1011962890625,4561,0,0
2021-04-20,98.79000091552734,99.30000305175781,98.79000091552734,99.04409790039062,3736,0,0
2021-04-21,99.01000213623047,99.01000213623047,98.9000015258789,98.97049713134766,997,0,0
2021-04-22,98.92500305175781,99.04000091552734,98.86000061035156,99.0009994506836,1599,0,0
2021-04-23,99.01000213623047,99.01000213623047,98.88009643554688,98.9800033569336,1888,0,0
2021-04-26,99.0,99.0,98.908203125,98.97000122070312,2503,0,0
2021-04-27,98.94999694824219,98.94999694824219,98.81999969482422,98.83260345458984,1317,0,0
2021-04-28,98.87999725341797,98.88639831542969,98.76000213623047,98.88639831542969,1002,0,0
2021-04-29,98.80999755859375,98.9000015258789,98.80000305175781,98.8550033569336,2466,0,0
2021-04-30,98.91999816894531,98.93000030517578,98.87999725341797,98.88929748535156,1922,0,0
2021-05-03,98.91000366210938,98.94499969482422,98.91000366210938,98.9446029663086,2307,0,0
2021-05-04,98.95999908447266,99.05000305175781,98.95999908447266,98.98500061035156,2847,0,0
2021-05-05,99.0,99.05999755859375,98.99400329589844,99.05999755859375,2950,0,0
2021-05-06,99.0999984741211,99.10099792480469,99.03099822998047,99.07499694824219,4313,0,0
2021-05-07,99.1500015258789,99.21499633789062,99.14749908447266,99.14749908447266,1834,0,0
2021-05-10,99.19999694824219,99.19999694824219,99.06999969482422,99.11000061035156,2968,0,0
2021-05-11,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-05-12,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-05-13,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-05-14,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-05-17,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-05-18,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-05-19,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-05-20,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-05-21,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-05-24,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-05-25,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-05-26,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-05-27,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-05-28,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-01,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-02,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-03,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-04,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-07,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-08,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-09,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-10,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-11,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-14,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-15,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-16,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-17,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-18,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-21,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-22,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-23,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-24,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-25,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-28,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-29,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-06-30,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-07-01,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-07-02,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-07-06,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-07-07,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-07-08,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-07-09,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-07-12,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-07-13,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-07-14,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-07-15,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-07-16,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,0,0
2021-07-19,99.66000366210938,99.66500091552734,99.58499908447266,99.65029907226562,20415,0,0
2021-07-20,99.7073974609375,99.7073974609375,99.7073974609375,99.7073974609375,37,0,0
2021-07-21,99.55500030517578,99.55500030517578,99.54830169677734,99.54830169677734,158,0,0
2021-07-22,99.63999938964844,99.64520263671875,99.63819885253906,99.63819885253906,203,0,0
2021-07-23,99.62010192871094,99.69000244140625,99.62010192871094,99.64099884033203,14144,0,0
2021-07-26,99.67500305175781,99.67500305175781,99.63899993896484,99.65249633789062,1736,0,0
2021-07-27,99.71540069580078,99.71540069580078,99.71540069580078,99.71540069580078,14,0,0
2021-07-28,99.69499969482422,99.75499725341797,99.69499969482422,99.75499725341797,163,0,0
2021-07-29,99.68099975585938,99.70369720458984,99.68000030517578,99.70369720458984,509,0,0
2021-07-30,99.69999694824219,99.77670288085938,99.69999694824219,99.77670288085938,213,0,0
2021-08-02,99.9010009765625,99.9010009765625,99.9010009765625,99.9010009765625,254,0,0
2021-08-03,99.90470123291016,99.90470123291016,99.90470123291016,99.90470123291016,5,0,0
2021-08-04,99.84660339355469,99.84660339355469,99.84660339355469,99.84660339355469,55,0,0
2021-08-05,99.73500061035156,99.73500061035156,99.73500061035156,99.73500061035156,73,0,0
2021-08-06,99.55850219726562,99.55850219726562,99.55850219726562,99.55850219726562,4,0,0
2021-08-09,99.47740173339844,99.47740173339844,99.47740173339844,99.47740173339844,4,0,0
2021-08-10,99.3948974609375,99.3948974609375,99.38929748535156,99.38929748535156,118,0,0
2021-08-11,99.44999694824219,99.46929931640625,99.38999938964844,99.46929931640625,530,0,0
2021-08-12,99.4489974975586,99.4489974975586,99.44499969482422,99.44499969482422,243,0,0
2021-08-13,99.5824966430664,99.5824966430664,99.5824966430664,99.5824966430664,4,0,0
2021-08-16,99.63999938964844,99.64959716796875,99.63999938964844,99.64959716796875,120,0,0
2021-08-17,99.18000030517578,99.5999984741211,99.18000030517578,99.5999984741211,326,0,0
2021-08-18,99.57499694824219,99.57499694824219,99.55000305175781,99.55000305175781,425,0,0
2021-08-19,99.6050033569336,99.6050033569336,99.6050033569336,99.6050033569336,136,0,0
2021-08-20,99.5696029663086,99.5696029663086,99.5696029663086,99.5696029663086,4,0,0
2021-08-23,99.59320068359375,99.59320068359375,99.59320068359375,99.59320068359375,138,0,0
2021-08-24,99.54100036621094,99.58000183105469,99.53500366210938,99.53500366210938,910,0,0
2021-08-25,99.44499969482422,99.44499969482422,99.44499969482422,99.44499969482422,94,0,0
2021-08-26,99.44000244140625,99.45850372314453,99.44000244140625,99.45850372314453,2006,0,0
2021-08-27,99.5864028930664,99.5864028930664,99.5864028930664,99.5864028930664,2,0,0
2021-08-30,99.68499755859375,99.68499755859375,99.68499755859375,99.68499755859375,74,0,0
2021-08-31,99.6500015258789,99.69499969482422,99.63999938964844,99.69499969482422,126287,0,0
2021-09-01,99.71900177001953,99.71900177001953,99.68000030517578,99.68000030517578,103,0,0
2021-09-02,99.76000213623047,99.76000213623047,99.72000122070312,99.72019958496094,572,0,0
2021-09-03,99.72000122070312,99.75,99.69000244140625,99.69000244140625,1509,0,0
2021-09-07,99.57599639892578,99.57599639892578,99.55509948730469,99.55509948730469,862,0,0
2021-09-08,99.61000061035156,99.61000061035156,99.61000061035156,99.61000061035156,200,0,0
2021-09-09,99.7249984741211,99.7249984741211,99.7249984741211,99.7249984741211,24,0,0
2021-09-10,99.63500213623047,99.63500213623047,99.63500213623047,99.63500213623047,13,0,0
2021-09-13,99.56439971923828,99.61499786376953,99.56439971923828,99.61499786376953,209,0,0
2021-09-14,99.73500061035156,99.73500061035156,99.69000244140625,99.73500061035156,1008,0,0
2021-09-15,99.70989990234375,99.70989990234375,99.66000366210938,99.66000366210938,102,0,0
2021-09-16,99.53009796142578,99.58000183105469,99.52999877929688,99.58000183105469,877,0,0
2021-09-17,99.38999938964844,99.46499633789062,99.38999938964844,99.46499633789062,502,0,0
2021-09-20,99.41010284423828,99.625,99.41010284423828,99.625,110,0,0
2021-09-21,99.58779907226562,99.58999633789062,99.58779907226562,99.58999633789062,464,0,0
2021-09-22,99.55000305175781,99.55000305175781,99.55000305175781,99.55000305175781,122,0,0
2021-09-23,99.39990234375,99.39990234375,99.26000213623047,99.2947006225586,2339,0,0
2021-09-24,99.19999694824219,99.19999694824219,99.19000244140625,99.19000244140625,171,0,0
2021-09-27,99.18000030517578,99.18000030517578,99.18000030517578,99.18000030517578,52,0,0
2021-09-28,98.96499633789062,98.96499633789062,98.96499633789062,98.96499633789062,12,0,0
2021-09-29,98.98490142822266,98.98490142822266,98.98490142822266,98.98490142822266,33,0,0
2021-09-30,99.0199966430664,99.0199966430664,99.0199966430664,99.0199966430664,76,0,0
2021-10-01,99.18000030517578,99.18000030517578,99.18000030517578,99.18000030517578,18,0,0
2021-10-04,99.1500015258789,99.1500015258789,99.1500015258789,99.1500015258789,6,0,0
2021-10-05,99.06500244140625,99.06500244140625,99.06500244140625,99.06500244140625,16,0,0
2021-10-06,99.05999755859375,99.05999755859375,99.05999755859375,99.05999755859375,5,0,0
2021-10-07,98.90969848632812,98.91500091552734,98.90969848632812,98.91500091552734,252,0,0
2021-10-08,98.86000061035156,98.86000061035156,98.86000061035156,98.86000061035156,6,0,0
2021-10-11,98.76499938964844,98.76499938964844,98.72440338134766,98.72440338134766,125,0,0
2021-10-12,98.82499694824219,98.82499694824219,98.82499694824219,98.82499694824219,26,0,0
2021-10-13,98.83699798583984,98.83699798583984,98.83699798583984,98.83699798583984,51,0,0
2021-10-14,98.94000244140625,98.94000244140625,98.94000244140625,98.94000244140625,6,0,0
2021-10-15,98.7750015258789,98.7750015258789,98.7750015258789,98.7750015258789,4,0,0
2021-10-18,98.66999816894531,98.66999816894531,98.66999816894531,98.66999816894531,2,0,0
2021-10-19,98.58000183105469,98.59500122070312,98.58000183105469,98.59500122070312,254,0,0
2021-10-20,98.56999969482422,98.69000244140625,98.56999969482422,98.67449951171875,845,0,0
2021-10-21,98.4749984741211,98.4749984741211,98.4749984741211,98.4749984741211,100,0,0
2021-10-22,98.4000015258789,98.51180267333984,98.4000015258789,98.51180267333984,205,0,0
2021-10-25,98.56999969482422,98.56999969482422,98.56999969482422,98.56999969482422,48,0,0
2021-10-26,98.62999725341797,98.62999725341797,98.62999725341797,98.62999725341797,50716,0,0
2021-10-27,98.7699966430664,98.7699966430664,98.7699966430664,98.7699966430664,8,0,0
2021-10-28,98.63999938964844,98.6500015258789,98.63999938964844,98.6500015258789,307,0,0
2021-10-29,98.68060302734375,98.68060302734375,98.68060302734375,98.68060302734375,7,0,0
2021-11-01,98.66999816894531,98.68000030517578,98.52999877929688,98.61720275878906,1840,0,0
2021-11-02,98.75,98.75,98.75,98.75,157,0,0
2021-11-03,98.69999694824219,98.7699966430664,98.69499969482422,98.69499969482422,610,0,0
2021-11-04,98.91010284423828,98.91010284423828,98.91010284423828,98.91010284423828,41,0,0
2021-11-05,99.04499816894531,99.11000061035156,99.01000213623047,99.11000061035156,924,0,0
2021-11-08,98.94999694824219,98.97989654541016,98.87999725341797,98.92500305175781,2454,0,0
2021-11-09,99.06400299072266,99.06400299072266,99.06400299072266,99.06400299072266,4,0,0
2021-11-10,98.69999694824219,98.69999694824219,98.69999694824219,98.69999694824219,9,0,0
2021-11-11,98.58499908447266,98.58499908447266,98.58499908447266,98.58499908447266,12,0,0
2021-11-12,98.7300033569336,98.7300033569336,98.55000305175781,98.6343002319336,1549,0,0
2021-11-15,98.5071029663086,98.5071029663086,98.5071029663086,98.5071029663086,3,0,0
2021-11-16,98.5000991821289,98.5000991821289,98.44999694824219,98.44999694824219,466,0,0
2021-11-17,98.52999877929688,98.52999877929688,98.52999877929688,98.52999877929688,42,0,0
2021-11-18,98.63999938964844,98.63999938964844,98.58000183105469,98.58000183105469,1041,0,0
2021-11-19,98.6050033569336,98.6050033569336,98.6050033569336,98.6050033569336,338,0,0
